id	section	claim	expected	found	verdict	note	source	op
C04	ch3	763 vertebrate reference proteomes were swept	763	763	ok		results/hmm_sweep/proteome_db_stats.json	json
C05	ch3	the vertebrate proteome sweep covered 14,414,821 proteins	14414821	14414821	ok		results/hmm_sweep/proteome_db_stats.json	json
C246b	ch3	763 of them are the vertebrate set	763	763	ok		results/ligand_site/plc_repertoire.tsv	count
C01	ch4	the vertebrate genome scope is 309 assemblies	309	309	ok		results/genome_manifest.tsv	nunique
C25	ch4	309 of 309 genomes were swept	309	309	ok		results/genome_ledger/ledger_stats.json	json
C26	ch4	the sweep recorded 1,236 genome x cell results	1236	1236	ok		results/genome_ledger/ledger_stats.json	json
C27	ch4	the sweep recorded 2,144 loci	2144	2144	ok		results/genome_ledger/ledger_stats.json	json
C28	ch4	the ryanodine receptor control failed in no genome	0	0	ok		results/genome_ledger/ledger_stats.json	json
C30	ch4	4 ledger cells were called absent	4	4	ok		results/genome_ledger/genome_ledger.tsv	count
C31	ch4	all 4 are cyclostome (Hyperoartia and Myxini)	4	4	ok		results/genome_ledger/genome_ledger.tsv	count
C32	ch4	318 IP3 receptor gene models exist only as DNA	318	318	ok		results/census_v4/db_status_counts.tsv	sum
C33	ch4	167 more sit inside an annotated gene carrying no family name	167	167	ok		results/census_v4/db_status_counts.tsv	sum
C34	ch4	the sweep contributed 1,058 gene models from 224 genomes	1058	1058	ok		results/census_v4/census_v4_stats.json	json
C35	ch4	140 of 923 assignable cells are false negatives (15.2 %)	140	140	ok		results/methods/methods_stats.json	json
C37	ch4	the RyR sister series gives 42 of 309	42	42	ok		results/methods/methods_stats.json	json
C42	ch4	the RyR residual rate above the bar is 0.0 %	0.0	0.0	ok		results/methods/methods_stats.json	json
C43	ch4	the contiguity bar is 142,212 bp	142212	142212	ok		results/methods/methods_stats.json	json
C44	ch4	189 of 309 genomes are above the contiguity bar	189	189	ok		results/loss_dynamics/loss_dynamics_stats.json	json
C45	ch4	the ablation reproduces the ledger 1,236 of 1,236 cells	1236	1236	ok		results/methods/methods_stats.json	json
C46	ch4	the ablation found no mismatch against the ledger	0	0	ok		results/methods/methods_stats.json	json
C47	ch4	the full 38-bait panel recovers 783 cells	783	783	ok		results/methods/methods_stats.json	json
C48	ch4	four human baits recover 782 of them	782	782	ok		results/methods/methods_stats.json	json
C02	ch5	the non-vertebrate genome scope is 194 assemblies	194	194	ok		results/s23_scope/genome_manifest_s23.tsv	nunique
C03	ch5	6,928 non-vertebrate reference proteomes were swept	6928	6928	ok		results/s20_sweep/proteome_presence.tsv	count
C07	ch5	the census holds 18,065 records	18065	18065	ok		results/census_v6/census_v6_stats.json	json
C08	ch5	8,990 census records are called IP3 receptor	8990	8990	ok		results/census_v6/census_v6.tsv	count
C09	ch5	the IP3 receptor census spans 1,402 taxa	1402	1402	ok		results/census_v6/census_v6.tsv	nunique
C11	ch5	Streptophyta: 384 proteomes swept, 0 genomes with an ITPR	384	384	ok		results/s23_scope/absence_at_genome.tsv	cell
C12	ch5	Ascomycota: 1,034 proteomes swept	1034	1034	ok		results/s23_scope/absence_at_genome.tsv	cell
C13	ch5	Basidiomycota: 319 proteomes swept	319	319	ok		results/s23_scope/absence_at_genome.tsv	cell
C14	ch5	Apicomplexa: 60 proteomes swept	60	60	ok		results/s23_scope/absence_at_genome.tsv	cell
C15	ch5	35 clade-level absences were taken to assembly level	35	35	ok		results/s23_scope/absence_at_genome.tsv	count
C16	ch5	all 35 absences hold at assembly level	35	35	ok		results/s23_scope/absence_at_genome.tsv	count
C17	ch5	no genome in the non-vertebrate sweep is uncontrolled	0	0	ok		results/s23_scope/ledger_stats.json	json
C19	ch5	43 of the 194 genomes carry exactly one	43	43	ok		results/s23_scope/ledger_stats.json	json
C20	ch5	Macrostomum lignano carries 18 IP3 receptor genes	1	1	ok		results/s23_scope/ledger_stats.json	json
C21	ch5	99 plant and fungal records were chased individually	99	99	ok		results/s20_sweep/plant_fungal_verdicts.tsv	count
C24	ch5	none of them is a contamination suspect	0	0	ok		results/s20_sweep/plant_fungal_verdicts.tsv	count
C52	ch6	MAFFT L-INS-i gave 11,777 columns	11777	11777	ok		results/msa_v2/align_stats.json	json
C53	ch6	trimAl kept 1,797 columns	1797	1797	ok		results/msa_v2/align_stats.json	json
C57	ch6	69.5 % of internal nodes clear both support thresholds	69.5	69.5	ok		results/phylogeny/tree_stats.json	json
C60	ch6	AU does not reject ITPR2+ITPR3 (p = 0.476)	0.476	0.476	ok		results/phylogeny/au_test.tsv	cell
C51	ch7	134 representatives were aligned	134	134	ok		results/msa_v2/align_stats.json	json
C63	ch7	the ITPR x RyR class sits at the null (mean J 0.0002)	0.0002	0.0002	ok		results/synteny/pair_stats.tsv	cell
C64	ch7	the flank caller is 405 of 405 correct	405	405	ok		results/synteny/synteny_stats.json	json
C66	ch7	it places 131 loci the sequence sweep could not	131	131	ok		results/synteny/synteny_stats.json	json
C67	ch7	ITPR1's neighbourhood is paralogous to ITPR2's in 141 genomes	141	141	ok		results/duplication/duplication_stats.json	json
C68	ch7	out of 175 genomes with both neighbourhoods	175	175	ok		results/duplication/duplication_stats.json	json
C69	ch7	ITPR1 vs ITPR3: 89 of 152	89	89	ok		results/duplication/duplication_stats.json	json
C70	ch7	ITPR2 vs ITPR3: 4 of 149, exactly the background	4	4	ok		results/duplication/duplication_stats.json	json
C76	ch7	the two copies are disjoint in 45 of 49 genomes (tetrapod)	45	45	ok		results/duplication/duplication_stats.json	json
C77	ch7	and 46 of 49 against a pre-3R ray-finned reference	46	46	ok		results/duplication/duplication_stats.json	json
C78	ch7	all 705 cross-anchor assignments agree	705	705	ok		results/duplication/duplication_stats.json	json
C79	ch7	20 of 71 two-copy genomes place the copies on different contigs	20	20	ok		results/duplication/duplication_stats.json	json
C80	ch7	the ITPR2/ITPR3 split is on the gnathostome stem, 462-563 Ma	Gnathostomata	Gnathostomata	ok		results/reconciliation/duplication_placement.tsv	cell
C81	ch7	its younger bracket is 462 Ma	462.0	462.0	ok		results/reconciliation/duplication_placement.tsv	cell
C82	ch7	the ITPR1 split is on the vertebrate stem	Vertebrata	Vertebrata	ok		results/reconciliation/duplication_placement.tsv	cell
C83	ch7	Dollo places the ITPR1 gain node at Vertebrata	Vertebrata	Vertebrata	ok		results/loss_counts/loss_counts_stats.json	json
C84	ch7	and the ITPR2 gain node at Gnathostomata	Gnathostomata	Gnathostomata	ok		results/loss_counts/loss_counts_stats.json	json
C181	ch8	1,378 genes are in the architecture scope	1378	1378	ok		results/gene_architecture/gene_architecture_stats.json	json
C182	ch8	they sit in 189 contiguous genomes	189	189	ok		results/gene_architecture/gene_architecture_stats.json	json
C183	ch8	112,254 junctions were read	112254	112254	ok		results/gene_architecture/gene_architecture_stats.json	json
