path	group	bytes	sha256
results/benchmark_controls/bait_margin.tsv	results/benchmark_controls	6087	7f98ea2aaf8a5b4797f85f70d4f8d67055dc543b9f82cc7c0aab608f0d54f31f
results/benchmark_controls/domain_hits.tsv	results/benchmark_controls	6320	8a7872a416db1767d8893894cfc79f03561c3001b2991b7bff2d2ecb0c93bd8b
results/benchmark_controls/mafft_trace.json	results/benchmark_controls	191	65a965640da9a383f08aa1c284864d3e3b6006db1f13c08e6ecbe155db085513
results/benchmark_controls/negative_controls.tsv	results/benchmark_controls	3484	718967e033f21349c8d4eed366276c39030c49d5f2c728f85faf224130d1a465
results/benchmark_controls/panel_decoys.fasta	results/benchmark_controls	94908	9367e3947fd04421d41374cd814e3a2c90f6abf4c41d0fb15123f919b7631fda
results/benchmark_controls/panel_decoys.json	results/benchmark_controls	105284	68dcab59b0f15534ad3c544c89efa94fa08de3843405ac27026d48ac46b3899d
results/benchmark_controls/panel_positives.fasta	results/benchmark_controls	70536	0143d1ebbb6dfdd7546ea7ac54f19b0bd3d7adc0780c7f4a528ee8ea7aa88baf
results/benchmark_controls/panel_positives.json	results/benchmark_controls	79282	aa1bcb47bb6019a94fc87f41935ada511f39bf8170c0dc3889420e66db504cee
results/benchmark_controls/panel_positives_missing.txt	results/benchmark_controls	10	736ab8ec46681996257b3f9b4fb5e82d9f49ea09cfa7d5719ab33ed419d22734
results/benchmark_controls/positive_controls.tsv	results/benchmark_controls	2754	a788755a0abc5f31184092b6c0672c3d4b7e5016cf9da260e7d2ec5932db0108
results/benchmark_controls/recall_failures.tsv	results/benchmark_controls	324	c81c02028dfd165fa5260d0d6cb2037765760219d564c793d230e2bc17e83ee5
results/benchmark_controls/report.md	results/benchmark_controls	12173	a1faef4941a1fd64ff20a3bd88a0b05a2f92be6f8e340345294b8a16e527fa26
results/benchmark_controls/summary.json	results/benchmark_controls	797	ff5511ea5ceced223526e88d30990a0d79f0cbc5e3268bd756c23ac64aa225d3
results/benchmark_controls/toolchain.tsv	results/benchmark_controls	1029	4497edff56babd12a9a10a16eea07f63a2d5c938b91f44184d3e32690a467f3c
results/census_v2/call_summary.tsv	results/census_v2	130	db9a6f64bb5964ce318a355226ca6e6722064c86ee15111ea2a692d923c950f6
results/census_v2/census_v2.tsv	results/census_v2	5249382	a58d7af81f4d1cca8416245bc76e649d14ac27a87e4dd2558a11a4af9f7218e4
results/census_v2/census_v2_core_panel.faa	results/census_v2	195151	c943a1d67231b6e8799a18ebd77cfe5da0b56366c2158466b8f660b42a604e13
results/census_v2/census_v2_representatives.tsv	results/census_v2	195188	a725d75c4b39c71fb86ef679cfa803d1b09b035e66e07ad1766ba39c5ccc3c38
results/census_v2/conflicts.tsv	results/census_v2	250	82232f5c24862a592dc51680eeda68a948e5349817a1f6f66de639f1714a4745
results/census_v2/delta_by_group.tsv	results/census_v2	386	6510ca8b46f2b7c6dceb782e3562de2b9bfe838f11567087886828d9a7743d45
results/census_v2/delta_missing_from_v2.tsv	results/census_v2	88801	2631b1a8efcc607c37cc70f326960a48dbc38fe0f5512cba451ebaef5f1bd6ff
results/census_v2/delta_missing_verdicts.tsv	results/census_v2	145	89ca1e439c242969a7971788e54b62b15e7729c34993bc6f7d9a18dd0bf270e7
results/census_v2/delta_summary.json	results/census_v2	306	1c10d1458ba68528ee58bb844669311d34cbe945fa0b9e58e8bf58c3a8845517
results/census_v2/figures/census_growth.pdf	results/census_v2	15021	a0be8da29ec11159f6df72c6affa7af69ee72e3afb7d6a29cf11337063693e0a
results/census_v2/figures/census_growth.png	results/census_v2	205211	13faf339f796507a8d1ba35d8a988d7acc3d1ca1f7e346aa5978e182f5ff73dc
results/census_v2/figures/census_lengths.pdf	results/census_v2	28222	8cc3dbdfd9ed1592cbf0aca9c68b42b967b563e1a7d41685f1300513af6417f2
results/census_v2/figures/census_lengths.png	results/census_v2	183032	49c79fa1dae4c9139ab3b15d47e63636fbe22d51fb516c42210d17504216e55c
results/census_v2/figures/census_lineage.pdf	results/census_v2	15116	9a6b5489824cac7ab979a69ac14df6c48c08659188534bb34e0f6f1a67dc727c
results/census_v2/figures/census_lineage.png	results/census_v2	247916	06d83dfa3076194603529732a2dba9f4b655bccdbc669d5ce76498bd2fb7e205
results/census_v2/figures/census_margin.pdf	results/census_v2	17268	bfc917529eadbd28ce15377602c146d52a91283bfb08b949497b9d0d5ddfd6e7
results/census_v2/figures/census_margin.png	results/census_v2	472879	c8a051265a79e59bf01efc8f68a0681da953ef24a732f051b5d5ccd69148ea2d
results/census_v2/figures/census_space.pdf	results/census_v2	18829	2a07e87610c67909f3b4bc11325ad1f045cbb946da3c70e7227ca812e6a3068e
results/census_v2/figures/census_space.png	results/census_v2	169249	0ed60bcf89b4c88e855ebc2ec0baa0698fb859073f40b63216c23691868cc4e8
results/census_v2/interpro_counts.tsv	results/census_v2	226	8154a4a9ec591f71fe3d5d77e9a1e9226601333419e4df9ff0327f25bc6b7e38
results/census_v2/lineage_calls.tsv	results/census_v2	1812	d7f3ade4d83eed5980ead4f587fadf25cb006126abc95e01d9303df2dd6b1a9c
results/census_v2/report.md	results/census_v2	16760	a02a5dd625dd2b295a28ce2f20ca3353661aeb7ea1bce7c59868c16fbec1591b
results/census_v2/rule_audit.tsv	results/census_v2	444	2f790d82ef5763cdd2d6123365cfbd9156199831acf991e37eff5bc86b80dc7e
results/census_v2/seed_contribution.tsv	results/census_v2	282	c6953bf69eba398dcc4ad76b383816053113a29a238f7436e40961e56d029452
results/census_v2/sequence_check.tsv	results/census_v2	17487	9b6da5d7340949ef1325daac418e3bd66ac1c848b80d30a46b46748b33429816
results/census_v2/sequence_check_meta.json	results/census_v2	531	9bcf0778c2bb0a055c6f296a9b92c54919514ce1ef2fd1722f0ede77418b0cca
results/census_v2/short_complete.tsv	results/census_v2	1170	b23fc23bb50aa721a469bff4694e3326f70b0ad41680f19be1ac4868a9c7d067
results/census_v2/signature_names.tsv	results/census_v2	443	2fe19c500cbc933de6dfa216a23ed9f5656b6c8ae15b7c88a7d2f41bbf5c0982
results/census_v2/unassigned_profile.tsv	results/census_v2	1017	3fb01e44c2623e6d7b54ff17c9dfe91f9b3ce409928caa95042c18b4e3485f41
results/census_v2/uniprot_groups.tsv	results/census_v2	151	7635b23ccdca200763d3bbe468c6c04a203f9febb296425783727e2ff473b49d
results/census_v3/call_changes.tsv	results/census_v3	595226	dd4f0af2a3eb0d16dcb4f0463d9f928bc16c5fe34fd2ab406386d54d1b3090ad
results/census_v3/census_v3.tsv	results/census_v3	6443270	f192e508fc37350e02078b2b8790b560fda7478985db9cf3c04ee8948aaae9e2
results/census_v3/census_v3_stats.json	results/census_v3	2380	00ac312b22ad4c4737f9f26515ab4a85b2b30ba8233e9bea20472b5231491475
results/census_v3/conflicts.tsv	results/census_v3	997	d9b1ceb53c1bf2fa8253f2ca010a9cf87c8e71b31fb24913a7dbf93f8b2fe59d
results/census_v3/convergence.tsv	results/census_v3	2553	17b95f6714ef19ef3bf7180dd3975ac0444144cc628a8534fdd2437d7c1a83e5
results/census_v3/figures/instrument_agreement.pdf	results/census_v3	16139	da5c1d00b3040b897a646491489cd7f7049e338f0c7eed262f745c2dd5fa5a13
results/census_v3/figures/instrument_agreement.png	results/census_v3	137652	0bc11a28143baa944d85fb552253300e479362915b9df1a804284eb8120b693f
results/census_v3/figures/jackhmmer_convergence.pdf	results/census_v3	20637	f9d17d234e5399b5ab5ef84cf35e20dc867c64ef544f56e8d8f5ab8d7950a861
results/census_v3/figures/jackhmmer_convergence.png	results/census_v3	265592	34122732d53629554d55c80025b93d5a366bdb81c78294be9d11b96c1b71434f
results/census_v3/figures/profile_separation.pdf	results/census_v3	93446	4df722c8dd988c2ed0abf5c7a3bf23791016d2e1bd8bf781dfafd162a46a9672
results/census_v3/figures/profile_separation.png	results/census_v3	338752	a3881b40cafeb302550c3ba22d65170052452c7c4ad6753f343387ae0ed6c715
results/census_v3/figures/proteome_copy_number.pdf	results/census_v3	37680	5daf0310592bec483524fa7d90fb2ded356f0b53921f29cf309df2d32245e870
results/census_v3/figures/proteome_copy_number.png	results/census_v3	216922	fab65fc6b001ddb597a434ff94a60ceef16d75509e3b9549894ab1542ccc7225
results/census_v3/jackhmmer_model_composition.tsv	results/census_v3	872	71d35ba5bb75d9c70c6f0ebb1264430fdaa03d9ad448ee89680067bcde73ba4e
results/census_v3/missed_by_hmm.tsv	results/census_v3	1218394	0577392cd26d70960b4ea7cdc5133670cbefc382c96869d7025e73c7d7f0fbff
results/census_v3/novel_hits.tsv	results/census_v3	193300	e957e691f1ce7ceeff8a49422e1f631bfb9eef1372543c95c32cea5e8523b2d7
results/census_v3/proteomes_without_hits.tsv	results/census_v3	1032	8b21db79135085d2c7927122a2c7db4fdf9503a241849988087d5ad42c6fb419
results/census_v3/report.md	results/census_v3	15491	216954e74789e19a0fa91ec9ea7d663735bf785b62a25f552641199824de8832
results/census_v3/subthreshold_family_fragments.tsv	results/census_v3	465741	486603024dcd77cebc627ad84b6fec2ed349f166758485bfe5fa8de5daafec6b
results/census_v5/call_changes.tsv	results/census_v5	646	3c60151e44365368f4d265286605a1715a3e332433846f36d2819481c06879db
results/census_v5/calls_by_group.tsv	results/census_v5	290	a0a0517a7677e728df9c9d0e7714cfb03d86f3d2327bdbb049ab85ae9f389776
results/census_v5/census_v5.tsv	results/census_v5	9173139	29466d05eff9d98e69c2b0f726b65066e6c0b86efad39d5442b6f6962d623b6e
results/census_v5/census_v5_stats.json	results/census_v5	408	2027fd091946ffe4943c4c69d56e307a8899383c9f2e12012ec352393797c95a
results/census_v5/conflicts.tsv	results/census_v5	1873	17ff7b13ebf9f37a240147238670711af52bb936096f495c5cfafd30865bd79c
results/census_v5/itpr_by_phylum.tsv	results/census_v5	1282	2adb0b3fc2521cbc150a4cc1061eedcaf902ee107e3650e61aa8a7816c1f8f0d
