kind	number	slug	figure	format	width_in	height_in	source	deposited_as	bytes	sha256	caption_stub
main	1	tree	Fig1_tree	png	8.350	6.915	results/phylogeny/figures/tree_ml_rooted.png	figures/Fig1_tree.png	1038491	693da436123126ee2c7b8fd21d2fea5c90c6242318cb959e17a5f0fb0caad9d0	The family tree rooted on the ryanodine receptors
main	1	tree	Fig1_tree	pdf			results/phylogeny/figures/tree_ml_rooted.pdf	figures/Fig1_tree.pdf	80740	468833c8fa9938de7da1094c76214efbb2dd395b0512b3b9c6439be1d99baa03	The family tree rooted on the ryanodine receptors
main	2	sister	Fig2_sister	png	6.098	2.963	results/phylogeny/figures/sister_au.png	figures/Fig2_sister.png	158553	db38054eebde52e26199c8b01ecb4cca8b18e0595f0686baa0b61a3a16aef581	The sister-pair test
main	2	sister	Fig2_sister	pdf			results/phylogeny/figures/sister_au.pdf	figures/Fig2_sister.pdf	17788	52004f705bf00cf6c0f0a27aa783688772f7cb39df541fd98b3d87282d268ba3	The sister-pair test
main	4	paralogon	Fig4_paralogon	png	6.515	2.415	results/duplication/figures/s16_paralogon.png	figures/Fig4_paralogon.png	155752	59e76cb1df5623c1b3e36777450358f7f96e817aad15b276feac4c15fdaf4818	The 2R paralogon test
main	4	paralogon	Fig4_paralogon	pdf			results/duplication/figures/s16_paralogon.pdf	figures/Fig4_paralogon.pdf	13794	a5da1123e9f60ead1641d6e2b54b24c27d319c28c0e94078920661d9cad3a1e8	The 2R paralogon test
main	5	dated	Fig5_dated	png	6.430	4.815	results/reconciliation/figures/recon_dated_backbone.png	figures/Fig5_dated.png	286987	7b61dc546ad90a3677def760d1a7959a93b7d4db3a76098dcd6014ad96dd42cc	Where the duplications sit on the dated species tree
main	5	dated	Fig5_dated	pdf			results/reconciliation/figures/recon_dated_backbone.pdf	figures/Fig5_dated.pdf	21424	89beb28aab2f2dc0f8dbeee6201048ec937c5ce8510afdff16b0e71ceccd454f	Where the duplications sit on the dated species tree
main	3	neighbourhood	Fig3_neighbourhood	png	6.518	4.015	results/synteny/figures/synteny_paralogon.png	figures/Fig3_neighbourhood.png	159160	1d108400704e117d6a680b39d45723654f0984aa860821e378545e91ddf5ac14	Each paralogue's genomic neighbourhood
main	3	neighbourhood	Fig3_neighbourhood	pdf			results/synteny/figures/synteny_paralogon.pdf	figures/Fig3_neighbourhood.pdf	18810	d908fd8252fe10a2c25c7e5aeaf3bf338a64e040d7e4603558784a21f9f28355	Each paralogue's genomic neighbourhood
main	7	introns	Fig7_introns	png	6.518	2.415	results/gene_architecture/figures/intron_positions.png	figures/Fig7_introns.png	216175	5697a685d3cd85b411d95a61601d60bc52012650a066a096d574c3db5b8bf70d	The shared intron core
main	7	introns	Fig7_introns	pdf			results/gene_architecture/figures/intron_positions.pdf	figures/Fig7_introns.pdf	25503	4d86f330279ff1665067e53f88171b4043cc4bdcf0e3642be189c22eff3fe507	The shared intron core
main	6	teleost	Fig6_teleost	png	6.515	2.415	results/duplication/figures/s16_dcs.png	figures/Fig6_teleost.png	150607	31ae7b2c90da7b2d8dc87c780416ecafdc3aa2dcefbc40cbcd8e4cfecbb6c7c0	The teleost genome duplication
main	6	teleost	Fig6_teleost	pdf			results/duplication/figures/s16_dcs.pdf	figures/Fig6_teleost.pdf	17491	5ca71b2ed922b52c586f8ef2f74a78d4e5034a3c64465a5223e997abd7065c39	The teleost genome duplication
ed	1	alignment	ExtDataFig1a_alignment	png	5.698	3.030	results/msa_v2/figures/msa_conservation.png	figures/ExtDataFig1a_alignment.png	178510	bf0472b71632ccf0069000156dab16a7bebfbeb54d104a45027ec0ad12e25287	The representative alignment
ed	1	alignment	ExtDataFig1a_alignment	pdf			results/msa_v2/figures/msa_conservation.pdf	figures/ExtDataFig1a_alignment.pdf	55887	23ae2de82e229a03a72b1b537ff8d558d1530c69e8d772bb0703c227b3c7d624	The representative alignment
ed	1	alignment	ExtDataFig1b_alignment	png	5.553	2.535	results/msa_v2/figures/msa_coverage.png	figures/ExtDataFig1b_alignment.png	107139	e03457c239767e89584826c3893f23a2b4b77598f87802767de5b82f9da07274	The representative alignment
ed	1	alignment	ExtDataFig1b_alignment	pdf			results/msa_v2/figures/msa_coverage.pdf	figures/ExtDataFig1b_alignment.pdf	14559	bd603e09ca15c886bface9017639d71de939300fe9a95dc28b115af08c7e0fc8	The representative alignment
ed	2	identity	ExtDataFig2_identity	png	5.553	4.890	results/msa_v2/figures/msa_identity_heatmap.png	figures/ExtDataFig2_identity.png	161053	acc1e52bae30cf58a2f8d6a768542e4775f35e46b17c5def692656e0280f9067	All-pairs identity across the representatives
ed	2	identity	ExtDataFig2_identity	pdf			results/msa_v2/figures/msa_identity_heatmap.pdf	figures/ExtDataFig2_identity.pdf	74261	62abda844a4617092fe3f495aa7fa10d70bfccb7be237571ab59d1ff5395b1ba	All-pairs identity across the representatives
ed	4	group_identity	ExtDataFig4_group_identity	png	6.510	2.593	results/msa_v2/figures/msa_group_identity.png	figures/ExtDataFig4_group_identity.png	254701	1960bb247c638cdae52a720247d58df893e02a9df40b28dd2b3aace740d8c39f	Identity within and between groups
ed	4	group_identity	ExtDataFig4_group_identity	pdf			results/msa_v2/figures/msa_group_identity.pdf	figures/ExtDataFig4_group_identity.pdf	18202	c77d2a5c4dcc68bd6001644b43a115b4a0a6efece01f7d2e96161613b575543e	Identity within and between groups
ed	3	support	ExtDataFig3a_support	png	4.853	2.765	results/phylogeny/figures/support_profile.png	figures/ExtDataFig3a_support.png	113764	6a00dacb28c01cf6d97e06d5b69f2c5f5621c0203a1974375b74bea1e825f116	Node support and paralogue placement
ed	3	support	ExtDataFig3a_support	pdf			results/phylogeny/figures/support_profile.pdf	figures/ExtDataFig3a_support.pdf	15872	7202cdb8f00e07b596d04560aee9bcaa6653152f84c1886b96bf4dd853459382	Node support and paralogue placement
ed	3	support	ExtDataFig3b_support	png	7.380	4.395	results/phylogeny/figures/paralog_placement.png	figures/ExtDataFig3b_support.png	271885	336a9c3c1457a70d772943e21344ceee2a900b66b99a57727f5deca9d04df8d9	Node support and paralogue placement
ed	3	support	ExtDataFig3b_support	pdf			results/phylogeny/figures/paralog_placement.pdf	figures/ExtDataFig3b_support.pdf	17896	914d63f5e971b6d3bc046da71f342f70560a3e35af5a85d1c63d6111b9a9e948	Node support and paralogue placement
ed	5	synteny	ExtDataFig5a_synteny	png	7.195	2.815	results/synteny/figures/synteny_pair_classes.png	figures/ExtDataFig5a_synteny.png	174953	a7a4ed4376685d7f8866b710a912160167964726bdbc9b3cbdff3a5d3515cedf	Neighbourhood conservation against its null
ed	5	synteny	ExtDataFig5a_synteny	pdf			results/synteny/figures/synteny_pair_classes.pdf	figures/ExtDataFig5a_synteny.pdf	14152	48b35ae02cbbabbd64e5c542fc88efb7585cb931d79cae98c4b6fe94f48ca066	Neighbourhood conservation against its null
ed	5	synteny	ExtDataFig5b_synteny	png	6.730	2.415	results/synteny/figures/synteny_caller.png	figures/ExtDataFig5b_synteny.png	192179	bdff64bd73e7e0f258a9e42369a21f7adf4d2be0193e86bc40c01e4ec9c21bb7	Neighbourhood conservation against its null
ed	5	synteny	ExtDataFig5b_synteny	pdf			results/synteny/figures/synteny_caller.pdf	figures/ExtDataFig5b_synteny.pdf	18708	fb02baa52d8bcd0a3bd149cb9a0d86f2a95c85d4b099c19a1f4ec1096dbd601a	Neighbourhood conservation against its null
ed	5	synteny	ExtDataFig5c_synteny	png	6.518	2.518	results/synteny/figures/synteny_clade_decay.png	figures/ExtDataFig5c_synteny.png	103883	9255754c353c73087d59f488e5cefcf9ba9aaf8b7b712d6a4484401e2970cf2e	Neighbourhood conservation against its null
ed	5	synteny	ExtDataFig5c_synteny	pdf			results/synteny/figures/synteny_clade_decay.pdf	figures/ExtDataFig5c_synteny.pdf	11954	095996d5bcbe4ff25643c695a89b0a160011ebca84090e988ade5f0739fb0649	Neighbourhood conservation against its null
ed	6	reconciliation	ExtDataFig6a_reconciliation	png	7.263	2.318	results/reconciliation/figures/recon_matrix.png	figures/ExtDataFig6a_reconciliation.png	217062	ed3e17edc1e7e5ab5ec3a30af41f7cfed52cd2515521878f92c25c7e3c96df1a	The reconciliation matrix and the cyclostome loci
ed	6	reconciliation	ExtDataFig6a_reconciliation	pdf			results/reconciliation/figures/recon_matrix.pdf	figures/ExtDataFig6a_reconciliation.pdf	15369	a40ef0f2f563fe40de7a22fd325418cf3b743fcdaf0b28d37723d3c71cbecca0	The reconciliation matrix and the cyclostome loci
ed	6	reconciliation	ExtDataFig6b_reconciliation	png	6.458	2.215	results/reconciliation/figures/recon_cyclostome.png	figures/ExtDataFig6b_reconciliation.png	170108	094cced0118511f0fd51c3cf6c4ecec07db3a48b26dd0e3693b42118b1662b06	The reconciliation matrix and the cyclostome loci
ed	6	reconciliation	ExtDataFig6b_reconciliation	pdf			results/reconciliation/figures/recon_cyclostome.pdf	figures/ExtDataFig6b_reconciliation.pdf	18366	2545bcce2094be68d834a5b2598e42cdcf9209831d9462db2ca55631318bacdf	The reconciliation matrix and the cyclostome loci
ed	6	reconciliation	ExtDataFig6c_reconciliation	png	6.513	1.890	results/reconciliation/figures/recon_losses.png	figures/ExtDataFig6c_reconciliation.png	160981	15a151aee6ac1fa45d9a5b2bf5850e5054255be6af6a8dd7917e27ac902b15cb	The reconciliation matrix and the cyclostome loci
