label	ITPR1_Apteryx_mantelli_North_Island_brown_ki_A0ABM4F3U0	ITPR1_Bos_taurus_Bovine_Q9TU34	ITPR1_Chanos_chanos_Milkfish_Mugil_chanos_A0A6J2VNY7	ITPR1_Chanos_chanos_Milkfish_Mugil_chanos_A0A6J2VJN0	ITPR1_Danio_rerio_Zebrafish_Brachydanio_reri_A0A8M2BDG0	ITPR1_Danio_rerio_Zebrafish_Brachydanio_reri_A0AC58JVG8	ITPR1_Danio_rerio_Zebrafish_Brachydanio_reri_A0AB32U288	ITPR1_Gallus_gallus_Chicken_A0A8V0ZJT0	ITPR1_Homo_sapiens_Human_Q14643	ITPR1_Latimeria_chalumnae_Coelacanth_H3A1P5	ITPR1_Mus_musculus_Mouse_P11881	ITPR1_Podarcis_muralis_Wall_lizard_Lacerta_m_A0A670JBK6	ITPR1_Salarias_fasciatus_Jewelled_blenny_Ble_A0A672IUQ7	ITPR1_Somniosus_microcephalus_GCF_052327205.1_ITPR1_147905519	ITPR1_Xenopus_tropicalis_Western_clawed_frog_A0A8J0T3U5	ITPR2_Astatotilapia_calliptera_Eastern_river_A0AAX7UHL1	ITPR2_Danio_rerio_Zebrafish_Brachydanio_reri_A0A8M9PQQ3	ITPR2_Echinorhinus_cookei_GCA_057876775.1_ITPR2_17288896	ITPR2_Gallus_gallus_Chicken_F1P1X4	ITPR2_Gekko_japonicus_Schlegel_s_Japanese_ge_A0ABM1LG32	ITPR2_Homo_sapiens_Human_Q14571	ITPR2_Mus_musculus_Mouse_Q9Z329	ITPR2_Nibea_albiflora_GCA_014281875.1_ITPR2_12447838	ITPR2_Rattus_norvegicus_Rat_P29995	ITPR2_Strigops_habroptila_Kakapo_A0A672UP22	ITPR2_Xenopus_tropicalis_Western_clawed_frog_A0A6I8RGU0	ITPR3_Athene_cunicularia_Burrowing_owl_Speot_A0A663MIF9	ITPR3_Callorhinchus_milii_Ghost_shark_A0A4W3GWE7	ITPR3_Copsychus_sechellarum_GCA_054084135.1_ITPR3_2574051	ITPR3_Danio_rerio_Zebrafish_Brachydanio_reri_A0A8M6Z266	ITPR3_Echinorhinus_cookei_GCA_057876775.1_ITPR3_46076206	ITPR3_Gallus_gallus_Chicken_A0A8V1ACE6	ITPR3_Homo_sapiens_Human_Q14573	ITPR3_Hymenochirus_boettgeri_GCA_019447015.1_ITPR3_126480658	ITPR3_Latimeria_chalumnae_Coelacanth_H3B932	ITPR3_Mus_musculus_Mouse_P70227	ITPR3_Nothobranchius_furzeri_Turquoise_killi_A0A8C6KWV8	ITPR3_Pogona_vitticeps_central_bearded_drago_A0A6J0TV85	ITPR3_Rattus_norvegicus_Rat_Q63269	ITPR3_Saguinus_oedipus_GCA_031835075.1_ITPR3_43596197	ITPR3_Sousa_chinensis_GCA_007760645.1_ITPR3_5949234	ITPR3_Sphenodon_punctatus_GCA_003113815.1_ITPR3_3264626	ITPR3_Spizella_passerina_GCA_056776345.1_ITPR3_2783550	ITPR3_Xenopus_tropicalis_Western_clawed_frog_A0A8J0SYK9	vertebrate_basal_Callorhinchus_milii_Ghost_shark_A0A4W3JHJ0	vertebrate_basal_Callorhinchus_milii_Ghost_shark_A0A4W3IQL0	vertebrate_basal_Callorhinchus_milii_Ghost_shark_A0A4W3JQ24	vertebrate_basal_Chiloscyllium_punctatum_Brownbanded_ba_A0A401SQC9	vertebrate_basal_Chiloscyllium_punctatum_Brownbanded_ba_A0A401S8Q3	vertebrate_basal_Chiloscyllium_punctatum_Brownbanded_ba_A0A401RNU3	vertebrate_basal_Latimeria_chalumnae_GCF_037176945.1_ITPR1_35775795	vertebrate_basal_Myxine_glutinosa_GCF_964187855.1_ITPR1_86116883	vertebrate_basal_Myxine_glutinosa_GCF_964187855.1_ITPR1_122839381	vertebrate_basal_Myxine_glutinosa_GCF_964187855.1_ITPR1_297520938	vertebrate_basal_Petromyzon_marinus_Sea_lamprey_A0AAJ7U4X1	vertebrate_basal_Petromyzon_marinus_Sea_lamprey_A0ACM8BRT5	vertebrate_basal_Petromyzon_marinus_Sea_lamprey_A0ACM8C056	invert_metazoa_Actinia_tenebrosa_Australian_red_warat_A0A6P8IUM8	invert_metazoa_Amphimedon_queenslandica_Sponge_A0AAN0JIF7	invert_metazoa_Araneus_ventricosus_Orbweaver_spider_E_A0A4Y2F2N2	invert_metazoa_Brachionus_calyciflorus_A0A813MP72	invert_metazoa_Branchiostoma_lanceolatum_Common_lance_A0A8K0A0Y4	invert_metazoa_Bugula_neritina_Brown_bryozoan_Sertula_A0A7J7J401	invert_metazoa_Caenorhabditis_elegans_Q9Y0A1	invert_metazoa_Capitella_teleta_Polychaete_worm_R7TPX0	invert_metazoa_Convolutriloba_macropyga_GCF_964194025.1_copy1_11915090	invert_metazoa_Dicyema_japonicum_GCA_011109175.1_copy1_1388155	invert_metazoa_Dimorphilus_gyrociliatus_GCA_904063045.1_copy4_2597059	invert_metazoa_Dimorphilus_gyrociliatus_GCA_904063045.1_copy1_1267705	invert_metazoa_Dimorphilus_gyrociliatus_GCA_904063045.1_copy5_3583648	invert_metazoa_Dimorphilus_gyrociliatus_GCA_904063045.1_copy2_131952	invert_metazoa_Drosophila_melanogaster_Fruit_fly_P29993	invert_metazoa_Dugesia_japonica_Planarian_R9S1J3	invert_metazoa_Dysidea_avara_GCF_963678975.1_copy7_13836631	invert_metazoa_Dysidea_avara_GCF_963678975.1_copy5_27474136	invert_metazoa_Dysidea_avara_GCF_963678975.1_copy2_7972063	invert_metazoa_Dysidea_avara_GCF_963678975.1_copy6_5305343	invert_metazoa_Epiperipatus_broadwayi_GCA_028023455.1_copy1_8600421	invert_metazoa_Fasciola_hepatica_Liver_fluke_A0A4E0RYC0	invert_metazoa_Flaccisagitta_enflata_GCA_965153355.1_copy1_35611522	invert_metazoa_Gordionus_wolterstorffii_GCA_976986565.1_copy1_11909076	invert_metazoa_Hirondellea_gigas_A0A6A7G5P7	invert_metazoa_Hypsibius_exemplaris_Freshwater_tardig_A0A1W0X7L5	invert_metazoa_Intoshia_linei_GCA_001642005.1_copy1_548	invert_metazoa_Lepidodermella_squamata_GCA_047495785.1_copy1_1478289	invert_metazoa_Limulus_polyphemus_Atlantic_horseshoe__A0ABM1SEU6	invert_metazoa_Lingula_anatina_Brachiopod_Lingula_ung_A0A1S3JYY5	invert_metazoa_Littorina_saxatilis_A0AAN9BAK1	invert_metazoa_Macrostomum_lignano_GCA_002269645.1_copy10_370736	invert_metazoa_Macrostomum_lignano_GCA_002269645.1_copy8_50053	invert_metazoa_Macrostomum_lignano_GCA_002269645.1_copy5_191213	invert_metazoa_Macrostomum_lignano_GCA_002269645.1_copy2_9986	invert_metazoa_Mnemiopsis_leidyi_Sea_walnut_Warty_com_A0ACF8YJ40	invert_metazoa_Mytilus_coruscus_Sea_mussel_A0A6J7ZY28	invert_metazoa_Neoechinorhynchus_agilis_GCA_051530055.1_copy1_5945861	invert_metazoa_Patiria_pectinifera_Starfish_Asterina__Q8WSR4	invert_metazoa_Phallusia_mammillata_A0A6F9DES0	invert_metazoa_Phoronis_australis_GCA_055505105.1_copy2_18943062	invert_metazoa_Raillietiella_orientalis_GCA_036172245.1_copy1_155838	invert_metazoa_Saccoglossus_kowalevskii_Acorn_worm_A0ACM8C709	invert_metazoa_Trichinella_britovi_Parasitic_roundwor_A0A0V1CUW8	invert_metazoa_Trichoplax_adhaerens_Trichoplax_reptan_B3RUD1	invert_metazoa_Tubiluchus_corallicola_GCA_030141605.1_copy1_290621	invert_metazoa_Tubulanus_polymorphus_GCF_964204645.1_copy2_7918633	plant_Chlamydomonas_reinhardtii_Chlamydomona_A0A2K3CTW4	plant_Cymbomonas_tetramitiformis_A0AAE0G204	plant_Tetrabaena_socialis_A0A2J8AAQ9	protist_Acanthamoeba_castellanii_strain_ATCC_3_L8GF85	protist_Aphanomyces_stellatus_A0A485LKV7	protist_Aureococcus_anophagefferens_GCF_000186865.1_copy2_139898	protist_Dictyostelium_discoideum_Social_amoeba_Q9NA13	protist_Fonticula_alba_Slime_mold_A0A058ZDJ2	protist_Leishmania_martiniquensis_A0A836HD65	protist_Naegleria_fowleri_Brain_eating_amoeba_A0A6A5C2J4	protist_Naegleria_lovaniensis_Amoeba_A0AA88KEU5	protist_Paratrimastix_pyriformis_A0ABQ8UZM6	protist_Prymnesium_parvum_Toxic_golden_alga_A0AB34K5R9	protist_Saprolegnia_diclina_strain_VS20_T0QLN2	protist_Stentor_coeruleus_GCA_001970955.1_copy5_35430	protist_Stentor_coeruleus_GCA_001970955.1_copy3_5764	protist_Stentor_coeruleus_GCA_001970955.1_copy2_370	protist_Stentor_coeruleus_GCA_001970955.1_copy1_8516	protist_Stylonychia_lemnae_Ciliate_A0A078ASZ8	protist_Triparma_laevis_f._longispina_A0A9W7DWA0	protist_Triparma_retinervis_A0A9W7AFH6	protist_Vermamoeba_vermiformis_GCA_020696425.1_copy1_85472	fungi_Entomophthora_muscae_A0ACC2TPX2	fungi_Jimgerdemannia_flammicorona_A0A433QY11	RYR_Caenorhabditis_elegans_Q94279	RYR_Drosophila_melanogaster_Fruit_fly_Q24498	RYR_Hemicentrotus_pulcherrimus_Sea_urchin__Q8TA74	RYR_Homo_sapiens_Human_P21817	RYR_Homo_sapiens_Human_Q92736	RYR_Homo_sapiens_Human_Q15413
ITPR1_Apteryx_mantelli_North_Island_brown_ki_A0ABM4F3U0	1.0000	0.9794	0.9149	0.9509	0.9118	0.9118	0.9394	0.9977	0.9869	0.9296	0.9863	0.9886	0.9371	0.9219	0.9639	0.7680	0.7627	0.8069	0.8111	0.8088	0.8077	0.8094	0.7782	0.8082	0.8128	0.8072	0.7458	0.7506	0.7556	0.7359	0.7525	0.7550	0.7499	0.7381	0.7249	0.7463	0.7375	0.7516	0.7445	0.7499	0.7487	0.7510	0.7562	0.7413	0.9210	0.9357	0.8106	0.9473	0.7580	0.7970	0.9316	0.7383	0.7834	0.8000	0.8623	0.8290	0.7890	0.7517	0.5319	0.7804	0.6221	0.7965	0.2579	0.5121	0.7852	0.6527	0.5062	0.2677	0.7167	0.2756	0.2701	0.7320	0.6387	0.2663	0.2525	0.2585	0.2709	0.7763	0.3974	0.6852	0.6243	0.6686	0.5729	0.2516	0.2671	0.7691	0.7775	0.7613	0.2545	0.2578	0.2594	0.6480	0.6477	0.2687	0.5738	0.8003	0.6928	0.2503	0.6722	0.2863	0.5188	0.2797	0.7242	0.2688	0.2381	0.2833	0.2282	0.3497	0.2749	0.2755	0.2366	0.4171	0.2361	0.2777	0.3028	0.2369	0.2717	0.2737	0.2756	0.2621	0.2665	0.2808	0.3070	0.2509	0.2410	0.3449	0.2807	0.2967	0.2673	0.2634	0.2625	0.2579	0.2547	0.2612
ITPR1_Bos_taurus_Bovine_Q9TU34	0.9794	1.0000	0.9074	0.9406	0.9027	0.9027	0.9286	0.9789	0.9914	0.9215	0.9909	0.9777	0.9291	0.9150	0.9570	0.7629	0.7570	0.8023	0.8065	0.8037	0.8048	0.8065	0.7736	0.8048	0.8077	0.8032	0.7395	0.7442	0.7487	0.7308	0.7472	0.7487	0.7453	0.7323	0.7198	0.7434	0.7312	0.7458	0.7417	0.7453	0.7447	0.7458	0.7487	0.7361	0.9157	0.9298	0.8072	0.9415	0.7508	0.7934	0.9234	0.7348	0.7777	0.7960	0.8554	0.8239	0.7810	0.7431	0.5284	0.7753	0.6164	0.7907	0.2520	0.5069	0.7765	0.6481	0.5021	0.2664	0.7115	0.2724	0.2682	0.7228	0.6317	0.2656	0.2512	0.2565	0.2695	0.7722	0.3956	0.6804	0.6190	0.6606	0.5683	0.2537	0.2646	0.7629	0.7732	0.7556	0.2533	0.2559	0.2563	0.6468	0.6431	0.2680	0.5701	0.7935	0.6888	0.2484	0.6652	0.2845	0.5147	0.2778	0.7178	0.2669	0.2375	0.2821	0.2259	0.3466	0.2718	0.2748	0.2366	0.4141	0.2355	0.2765	0.3016	0.2336	0.2685	0.2713	0.2744	0.2608	0.2646	0.2776	0.3039	0.2466	0.2384	0.3411	0.2756	0.2948	0.2634	0.2595	0.2600	0.2559	0.2521	0.2599
ITPR1_Chanos_chanos_Milkfish_Mugil_chanos_A0A6J2VNY7	0.9149	0.9074	1.0000	0.9183	0.9531	0.9531	0.9131	0.9143	0.9120	0.8831	0.9131	0.9143	0.9309	0.8749	0.9129	0.7543	0.7501	0.7846	0.7865	0.7842	0.7825	0.7842	0.7650	0.7825	0.7859	0.7826	0.7303	0.7319	0.7378	0.7216	0.7350	0.7390	0.7349	0.7209	0.7049	0.7336	0.7261	0.7367	0.7331	0.7361	0.7332	0.7355	0.7384	0.7275	0.8735	0.8883	0.7866	0.8987	0.7362	0.7711	0.8860	0.7297	0.7726	0.7840	0.8343	0.8176	0.7753	0.7323	0.5249	0.7621	0.6072	0.7713	0.2589	0.5040	0.7666	0.6353	0.4938	0.2651	0.6987	0.2768	0.2638	0.7101	0.6317	0.2663	0.2531	0.2585	0.2716	0.7573	0.3927	0.6689	0.6091	0.6571	0.5620	0.2516	0.2671	0.7526	0.7671	0.7338	0.2539	0.2559	0.2588	0.6428	0.6391	0.2680	0.5590	0.7722	0.6797	0.2516	0.6575	0.2832	0.5153	0.2797	0.6959	0.2713	0.2375	0.2815	0.2243	0.3491	0.2643	0.2788	0.2347	0.4153	0.2355	0.2739	0.3028	0.2376	0.2704	0.2694	0.2694	0.2583	0.2659	0.2764	0.3064	0.2540	0.2384	0.3392	0.2756	0.2987	0.2615	0.2653	0.2638	0.2630	0.2585	0.2657
ITPR1_Chanos_chanos_Milkfish_Mugil_chanos_A0A6J2VJN0	0.9509	0.9406	0.9183	1.0000	0.9136	0.9136	0.9811	0.9509	0.9474	0.9092	0.9474	0.9526	0.9503	0.9093	0.9433	0.7634	0.7576	0.8046	0.8065	0.8060	0.7985	0.8002	0.7731	0.8002	0.8060	0.8043	0.7395	0.7407	0.7493	0.7279	0.7443	0.7481	0.7407	0.7318	0.7140	0.7371	0.7318	0.7430	0.7354	0.7424	0.7401	0.7435	0.7493	0.7361	0.9087	0.9240	0.8061	0.9344	0.7471	0.7934	0.9106	0.7325	0.7789	0.7920	0.8491	0.8285	0.7827	0.7489	0.5267	0.7747	0.6175	0.7873	0.2608	0.5081	0.7817	0.6458	0.4985	0.2670	0.7155	0.2731	0.2676	0.7251	0.6323	0.2643	0.2505	0.2591	0.2661	0.7704	0.3962	0.6834	0.6219	0.6606	0.5677	0.2537	0.2684	0.7657	0.7708	0.7504	0.2558	0.2566	0.2607	0.6440	0.6448	0.2706	0.5590	0.7854	0.6871	0.2528	0.6684	0.2863	0.5153	0.2765	0.7132	0.2707	0.2375	0.2821	0.2282	0.3453	0.2699	0.2748	0.2423	0.4123	0.2348	0.2739	0.3041	0.2349	0.2717	0.2694	0.2719	0.2583	0.2652	0.2764	0.3064	0.2534	0.2410	0.3437	0.2794	0.2961	0.2621	0.2614	0.2600	0.2553	0.2521	0.2579
ITPR1_Danio_rerio_Zebrafish_Brachydanio_reri_A0A8M2BDG0	0.9118	0.9027	0.9531	0.9136	1.0000	1.0000	0.9073	0.9118	0.9084	0.8817	0.9096	0.9130	0.9256	0.8758	0.9076	0.7539	0.7491	0.7836	0.7850	0.7861	0.7833	0.7827	0.7632	0.7810	0.7844	0.7828	0.7293	0.7289	0.7368	0.7200	0.7337	0.7385	0.7362	0.7209	0.7084	0.7338	0.7250	0.7391	0.7332	0.7362	0.7339	0.7368	0.7362	0.7276	0.8716	0.8869	0.7828	0.8956	0.7388	0.7731	0.8841	0.7269	0.7693	0.7853	0.8357	0.8144	0.7732	0.7341	0.5247	0.7617	0.6082	0.7709	0.2628	0.5049	0.7639	0.6387	0.4953	0.2664	0.6988	0.2743	0.2631	0.7154	0.6356	0.2611	0.2525	0.2551	0.2689	0.7571	0.3908	0.6707	0.6137	0.6571	0.5638	0.2484	0.2671	0.7516	0.7645	0.7368	0.2545	0.2553	0.2575	0.6393	0.6413	0.2680	0.5517	0.7724	0.6837	0.2516	0.6588	0.2813	0.5220	0.2785	0.6984	0.2701	0.2370	0.2797	0.2253	0.3466	0.2643	0.2755	0.2321	0.4174	0.2374	0.2739	0.3060	0.2363	0.2750	0.2719	0.2706	0.2589	0.2633	0.2726	0.3008	0.2522	0.2378	0.3361	0.2756	0.2967	0.2578	0.2616	0.2595	0.2632	0.2555	0.2639
ITPR1_Danio_rerio_Zebrafish_Brachydanio_reri_A0AC58JVG8	0.9118	0.9027	0.9531	0.9136	1.0000	1.0000	0.9073	0.9118	0.9084	0.8817	0.9096	0.9130	0.9256	0.8758	0.9076	0.7539	0.7491	0.7836	0.7850	0.7861	0.7833	0.7827	0.7632	0.7810	0.7844	0.7828	0.7293	0.7289	0.7368	0.7200	0.7337	0.7385	0.7362	0.7209	0.7084	0.7338	0.7250	0.7391	0.7332	0.7362	0.7339	0.7368	0.7362	0.7276	0.8716	0.8869	0.7828	0.8956	0.7388	0.7731	0.8841	0.7269	0.7693	0.7853	0.8357	0.8144	0.7732	0.7341	0.5247	0.7617	0.6082	0.7709	0.2628	0.5049	0.7639	0.6387	0.4953	0.2664	0.6988	0.2743	0.2631	0.7154	0.6356	0.2611	0.2525	0.2551	0.2689	0.7571	0.3908	0.6707	0.6137	0.6571	0.5638	0.2484	0.2671	0.7516	0.7645	0.7368	0.2545	0.2553	0.2575	0.6393	0.6413	0.2680	0.5517	0.7724	0.6837	0.2516	0.6588	0.2813	0.5220	0.2785	0.6984	0.2701	0.2370	0.2797	0.2253	0.3466	0.2643	0.2755	0.2321	0.4174	0.2374	0.2739	0.3060	0.2363	0.2750	0.2719	0.2706	0.2589	0.2633	0.2726	0.3008	0.2522	0.2378	0.3361	0.2756	0.2967	0.2578	0.2616	0.2595	0.2632	0.2555	0.2639
ITPR1_Danio_rerio_Zebrafish_Brachydanio_reri_A0AB32U288	0.9394	0.9286	0.9131	0.9811	0.9073	0.9073	1.0000	0.9400	0.9366	0.8994	0.9371	0.9411	0.9394	0.8961	0.9336	0.7600	0.7530	0.8000	0.7991	0.7985	0.7934	0.7939	0.7668	0.7934	0.7997	0.7952	0.7338	0.7366	0.7441	0.7233	0.7408	0.7430	0.7332	0.7266	0.7106	0.7313	0.7278	0.7384	0.7290	0.7344	0.7326	0.7395	0.7441	0.7315	0.8987	0.9123	0.7992	0.9210	0.7423	0.7883	0.9006	0.7285	0.7771	0.7891	0.8451	0.8273	0.7764	0.7437	0.5226	0.7719	0.6129	0.7850	0.2589	0.5086	0.7794	0.6429	0.4985	0.2677	0.7115	0.2718	0.2694	0.7233	0.6312	0.2630	0.2505	0.2578	0.2647	0.7686	0.3927	0.6786	0.6179	0.6617	0.5660	0.2526	0.2671	0.7629	0.7671	0.7493	0.2545	0.2534	0.2594	0.6411	0.6402	0.2693	0.5572	0.7768	0.6837	0.2509	0.6652	0.2845	0.5142	0.2765	0.7114	0.2720	0.2356	0.2833	0.2251	0.3435	0.2699	0.2768	0.2423	0.4105	0.2361	0.2720	0.2997	0.2343	0.2711	0.2700	0.2712	0.2602	0.2659	0.2776	0.3039	0.2540	0.2404	0.3411	0.2769	0.2967	0.2602	0.2614	0.2600	0.2553	0.2514	0.2560
ITPR1_Gallus_gallus_Chicken_A0A8V0ZJT0	0.9977	0.9789	0.9143	0.9509	0.9118	0.9118	0.9400	1.0000	0.9863	0.9296	0.9857	0.9869	0.9377	0.9214	0.9628	0.7686	0.7621	0.8063	0.8122	0.8100	0.8088	0.8105	0.7788	0.8094	0.8140	0.8072	0.7453	0.7494	0.7550	0.7365	0.7513	0.7544	0.7493	0.7375	0.7238	0.7457	0.7381	0.7516	0.7440	0.7493	0.7481	0.7499	0.7556	0.7401	0.9210	0.9357	0.8112	0.9467	0.7568	0.7977	0.9310	0.7383	0.7829	0.7994	0.8611	0.8296	0.7885	0.7506	0.5313	0.7804	0.6221	0.7965	0.2589	0.5127	0.7840	0.6527	0.5074	0.2683	0.7161	0.2762	0.2707	0.7320	0.6381	0.2669	0.2531	0.2585	0.2709	0.7769	0.3968	0.6852	0.6243	0.6691	0.5729	0.2526	0.2684	0.7686	0.7775	0.7607	0.2558	0.2591	0.2607	0.6480	0.6471	0.2706	0.5738	0.7992	0.6928	0.2516	0.6709	0.2863	0.5194	0.2797	0.7251	0.2701	0.2381	0.2827	0.2275	0.3491	0.2743	0.2748	0.2372	0.4171	0.2374	0.2771	0.3028	0.2369	0.2717	0.2731	0.2756	0.2621	0.2665	0.2808	0.3070	0.2509	0.2416	0.3443	0.2800	0.2967	0.2673	0.2634	0.2625	0.2579	0.2547	0.2612
ITPR1_Homo_sapiens_Human_Q14643	0.9869	0.9914	0.9120	0.9474	0.9084	0.9084	0.9366	0.9863	1.0000	0.9267	0.9971	0.9851	0.9360	0.9208	0.9633	0.7663	0.7610	0.8057	0.8094	0.8065	0.8071	0.8088	0.7777	0.8071	0.8105	0.8061	0.7424	0.7471	0.7527	0.7331	0.7501	0.7516	0.7476	0.7352	0.7232	0.7457	0.7347	0.7499	0.7440	0.7476	0.7470	0.7499	0.7527	0.7390	0.9215	0.9357	0.8101	0.9467	0.7544	0.7977	0.9287	0.7383	0.7817	0.8000	0.8611	0.8285	0.7856	0.7494	0.5319	0.7776	0.6181	0.7965	0.2579	0.5104	0.7817	0.6504	0.5050	0.2677	0.7149	0.2750	0.2694	0.7280	0.6364	0.2663	0.2538	0.2591	0.2702	0.7751	0.3968	0.6834	0.6231	0.6657	0.5712	0.2526	0.2659	0.7669	0.7769	0.7602	0.2552	0.2584	0.2588	0.6485	0.6471	0.2687	0.5756	0.7992	0.6923	0.2509	0.6709	0.2857	0.5176	0.2804	0.7242	0.2688	0.2393	0.2846	0.2275	0.3497	0.2749	0.2762	0.2372	0.4177	0.2374	0.2771	0.3041	0.2356	0.2711	0.2731	0.2782	0.2615	0.2659	0.2789	0.3058	0.2503	0.2404	0.3449	0.2788	0.2974	0.2653	0.2614	0.2613	0.2591	0.2540	0.2618
ITPR1_Latimeria_chalumnae_Coelacanth_H3A1P5	0.9296	0.9215	0.8831	0.9092	0.8817	0.8817	0.8994	0.9296	0.9267	1.0000	0.9261	0.9290	0.9023	0.8884	0.9166	0.7312	0.7317	0.7725	0.7762	0.7727	0.7756	0.7756	0.7445	0.7739	0.7780	0.7723	0.7120	0.7199	0.7214	0.7031	0.7224	0.7214	0.7173	0.7019	0.6873	0.7142	0.7030	0.7167	0.7124	0.7173	0.7150	0.7202	0.7220	0.7085	0.8962	0.9004	0.7752	0.9153	0.7324	0.7541	0.9942	0.7096	0.7603	0.7667	0.8261	0.8050	0.7561	0.7216	0.5044	0.7474	0.5972	0.7660	0.2411	0.4886	0.7529	0.6198	0.4819	0.2575	0.6867	0.2673	0.2608	0.7031	0.6156	0.2594	0.2465	0.2512	0.2593	0.7448	0.3807	0.6521	0.5989	0.6428	0.5465	0.2538	0.2587	0.7353	0.7589	0.7261	0.2452	0.2492	0.2476	0.6241	0.6214	0.2631	0.5092	0.7634	0.6628	0.2498	0.6460	0.2767	0.4965	0.2731	0.6813	0.2616	0.2341	0.2726	0.2197	0.3354	0.2677	0.2658	0.2270	0.3993	0.2300	0.2702	0.2933	0.2269	0.2593	0.2665	0.2652	0.2551	0.2565	0.2686	0.2965	0.2404	0.2314	0.3284	0.2664	0.2865	0.2600	0.2574	0.2520	0.2564	0.2525	0.2571
